latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-32.55025,-58.12943,302.35,1.11,1.05,2026-06-05,1932,A,52,6.1NRT,291.07,4.84,D
-18.53327,-58.61623,317.73,1.01,1.01,2026-06-05,1934,A,72,6.1NRT,298.83,10.28,D
-32.51798,-58.67583,304.29,1.17,1.08,2026-06-05,1932,A,59,6.1NRT,290.48,6.95,D
-18.37647,-59.04352,315.91,1,1,2026-06-05,1934,A,39,6.1NRT,299.62,8.47,D
-32.40237,-58.90952,309.81,1.2,1.09,2026-06-05,1932,A,69,6.1NRT,291.16,11.49,D
-18.3657,-59.05198,328.58,1,1,2026-06-05,1934,A,84,6.1NRT,302.4,21.65,D
-32.40392,-58.92202,307.38,1.2,1.09,2026-06-05,1932,A,65,6.1NRT,291.29,9.26,D
-18.36706,-59.06119,339.19,1,1,2026-06-05,1934,A,90,6.1NRT,301.95,36.43,D
-31.79817,-59.98038,306.75,1.34,1.15,2026-06-05,1932,A,64,6.1NRT,289.78,10.5,D
-18.35692,-59.05344,312.49,1,1,2026-06-05,1934,A,52,6.1NRT,301.94,5.83,D
-31.55623,-58.98426,302.62,1.18,1.08,2026-06-05,1932,A,53,6.1NRT,292.21,4.93,D
-18.35829,-59.06265,355.82,1,1,2026-06-05,1934,A,98,6.1NRT,303.2,70.32,D
-30.86474,-56.50793,300.27,1,1,2026-06-05,1932,A,25,6.1NRT,287.62,3.49,D
-18.35087,-59.07331,326.97,1,1,2026-06-05,1934,A,69,6.1NRT,300.69,17.83,D
-30.53136,-56.69257,305.03,1,1,2026-06-05,1932,A,60,6.1NRT,291.55,5.9,D
-18.35224,-59.08252,340.5,1,1,2026-06-05,1934,A,83,6.1NRT,301.84,35.99,D
-30.54558,-57.24402,306.04,1.02,1.01,2026-06-05,1932,A,63,6.1NRT,291.68,6.4,D
-18.3536,-59.09172,347.94,1,1,2026-06-05,1934,A,95,6.1NRT,302.59,50.79,D
-30.5326,-58.23402,307.84,1.08,1.04,2026-06-05,1932,A,66,6.1NRT,292.06,8.1,D
-18.03836,-59.58182,310.76,1,1,2026-06-05,1934,A,58,6.1NRT,299.63,4.94,D
-30.43537,-58.53602,305.39,1.1,1.05,2026-06-05,1932,A,61,6.1NRT,291.71,6.52,D
-18.15304,-62.6919,319.51,1.29,1.13,2026-06-05,1934,A,76,6.1NRT,300.05,17.49,D
-28.47148,-51.19554,308.76,1.73,1.29,2026-06-05,1932,A,68,6.1NRT,285.1,21.86,D
-18.14314,-62.69333,346.55,1.29,1.13,2026-06-05,1934,A,94,6.1NRT,298.65,71.59,D
-29.16877,-56.53113,304.56,1,1,2026-06-05,1932,A,59,6.1NRT,294.05,4.64,D
-18.14465,-62.70518,330.35,1.29,1.13,2026-06-05,1934,A,85,6.1NRT,298,34.19,D
-29.17025,-56.54115,311.94,1,1,2026-06-05,1932,A,68,6.1NRT,294.24,9.6,D
-18.14239,-62.69993,315.66,1.29,1.13,2026-06-05,1934,A,62,6.1NRT,298.36,11.68,D
-29.19835,-56.97923,314.85,1,1,2026-06-05,1932,A,75,6.1NRT,293.63,12.09,D
-18.1162,-63.35146,310.99,1.42,1.18,2026-06-05,1934,A,65,6.1NRT,294.43,13.78,D
-29.1998,-56.98928,304.44,1,1,2026-06-05,1932,A,59,6.1NRT,293.34,4.83,D
-17.82285,-61.65168,325.44,1.13,1.06,2026-06-05,1934,A,81,6.1NRT,297.91,23.18,D
-29.2355,-57.42859,306.88,1.01,1.01,2026-06-05,1932,A,40,6.1NRT,293.38,5.76,D
-17.66971,-60.7429,321.84,1.04,1.02,2026-06-05,1934,A,78,6.1NRT,303.1,14.53,D
-29.21923,-57.44206,355.74,1.01,1.01,2026-06-05,1932,A,98,6.1NRT,296.83,74.29,D
-17.48566,-59.53021,335.91,1,1,2026-06-05,1934,A,54,6.1NRT,300.71,27.63,D
-29.20798,-57.44021,314.59,1.01,1.01,2026-06-05,1932,A,75,6.1NRT,293.52,11.94,D
-17.65943,-60.73478,320.93,1.04,1.02,2026-06-05,1934,A,34,6.1NRT,302.49,12.46,D
-29.20943,-57.45037,332.76,1.01,1.01,2026-06-05,1932,A,88,6.1NRT,295.56,32.02,D
-17.66078,-60.7443,361.58,1.04,1.02,2026-06-05,1934,A,100,6.1NRT,306.91,88.56,D
-29.12589,-57.30993,314,1.01,1,2026-06-05,1932,A,74,6.1NRT,293.7,11.25,D
-17.66212,-60.75383,332.38,1.04,1.02,2026-06-05,1934,A,80,6.1NRT,303.4,25.79,D
-29.12733,-57.32003,323.14,1.01,1,2026-06-05,1932,A,82,6.1NRT,294.15,20.34,D
-17.56778,-60.34509,312.76,1.02,1.01,2026-06-05,1934,A,65,6.1NRT,301.13,7.44,D
-29.12877,-57.33015,314.75,1.01,1,2026-06-05,1932,A,75,6.1NRT,293.83,11.9,D
-17.40286,-60.04302,316.92,1.01,1,2026-06-05,1934,A,73,6.1NRT,297.48,10.69,D
-29.19801,-58.42873,305.93,1.07,1.03,2026-06-05,1932,A,62,6.1NRT,293.43,6.29,D
-17.4042,-60.0522,358.56,1.01,1,2026-06-05,1934,A,99,6.1NRT,301.25,79.48,D
-29.03266,-57.42662,307.26,1.01,1.01,2026-06-05,1932,A,65,6.1NRT,293.56,6.88,D
-17.40553,-60.06138,322.38,1.01,1,2026-06-05,1934,A,79,6.1NRT,299.36,15.49,D
-28.87778,-56.44212,309.9,1,1,2026-06-05,1932,A,65,6.1NRT,291.37,9.17,D
-17.60039,-63.15947,312.08,1.36,1.15,2026-06-05,1934,A,66,6.1NRT,298.01,9.82,D
-29.13001,-58.61287,307.29,1.08,1.04,2026-06-05,1932,A,65,6.1NRT,294.06,6.22,D
-17.52435,-62.7299,347.58,1.27,1.12,2026-06-05,1934,A,94,6.1NRT,299.15,74.84,D
-29.13145,-58.62373,336.57,1.08,1.04,2026-06-05,1932,A,90,6.1NRT,294.93,40.62,D
-17.52586,-62.74156,336.82,1.28,1.12,2026-06-05,1934,A,89,6.1NRT,298.96,47.98,D
-28.92127,-57.36631,319.85,1.01,1,2026-06-05,1932,A,66,6.1NRT,293.01,15.27,D
-17.5058,-62.74994,309.13,1.28,1.12,2026-06-05,1934,A,33,6.1NRT,296.95,6.72,D
-28.92271,-57.37639,315.16,1.01,1,2026-06-05,1932,A,57,6.1NRT,293.04,11.3,D
-16.59789,-58.23261,340.54,1.06,1.03,2026-06-05,1934,A,91,6.1NRT,301.69,42.04,D
-28.91388,-57.37804,324.9,1.01,1,2026-06-05,1932,A,83,6.1NRT,293.26,20.85,D
-16.59939,-58.24222,331.7,1.06,1.03,2026-06-05,1934,A,86,6.1NRT,302.69,27.61,D
-28.7216,-56.37537,301.63,1,1,2026-06-05,1932,A,37,6.1NRT,288.17,3.49,D
-16.58888,-58.2341,317.1,1.06,1.03,2026-06-05,1934,A,72,6.1NRT,300.69,11.36,D
-28.8812,-57.46708,334.53,1.01,1.01,2026-06-05,1932,A,89,6.1NRT,294.64,33.45,D
-16.59038,-58.24372,314.17,1.06,1.03,2026-06-05,1934,A,68,6.1NRT,300.63,8.7,D
-28.96548,-58.07146,309.73,1.04,1.02,2026-06-05,1932,A,69,6.1NRT,293.27,8.53,D
-17.23712,-63.98909,319.82,1.53,1.22,2026-06-05,1934,A,67,6.1NRT,293.09,25.22,D
-28.71431,-56.38711,304.25,1,1,2026-06-05,1932,A,58,6.1NRT,287.28,5.36,D
-16.58368,-59.29207,325.28,1.01,1,2026-06-05,1934,A,81,6.1NRT,298.24,19.66,D
-28.77676,-56.80672,318.93,1,1,2026-06-05,1932,A,79,6.1NRT,294.06,14.78,D
-16.58505,-59.30121,325.7,1.01,1,2026-06-05,1934,A,81,6.1NRT,298.92,19.93,D
-28.77822,-56.8167,328.03,1,1,2026-06-05,1932,A,85,6.1NRT,294.76,24.59,D
-16.53508,-59.28793,323.55,1.01,1,2026-06-05,1934,A,66,6.1NRT,298.4,14.85,D
-28.87235,-57.46872,315.68,1.01,1.01,2026-06-05,1932,A,76,6.1NRT,293.61,12.29,D
-16.53644,-59.29709,341.99,1.01,1,2026-06-05,1934,A,92,6.1NRT,299.18,40.34,D
-29.07275,-59.0921,313.59,1.12,1.06,2026-06-05,1932,A,69,6.1NRT,292.45,13.17,D
-16.51613,-59.28167,331.2,1.01,1,2026-06-05,1934,A,85,6.1NRT,299.69,25.6,D
-28.6594,-56.21886,301.69,1.01,1,2026-06-05,1932,A,43,6.1NRT,286.61,4.16,D
-16.50811,-59.34854,330.04,1,1,2026-06-05,1934,A,63,6.1NRT,299.05,21.44,D
-28.84911,-57.51072,316.11,1.01,1.01,2026-06-05,1932,A,76,6.1NRT,293.83,13.56,D
-16.47823,-59.26913,322.81,1.01,1,2026-06-05,1934,A,79,6.1NRT,298.24,16.1,D
-28.778,-57.14185,305.85,1,1,2026-06-05,1932,A,62,6.1NRT,293.57,5.9,D
-16.4796,-59.27828,345.26,1.01,1,2026-06-05,1934,A,93,6.1NRT,300.36,48.35,D
-28.86847,-57.84146,308.18,1.03,1.01,2026-06-05,1932,A,67,6.1NRT,293.56,7.22,D
-16.48645,-59.32401,322.57,1.01,1,2026-06-05,1934,A,42,6.1NRT,299.23,12.45,D
-28.8699,-57.85172,304.91,1.03,1.01,2026-06-05,1932,A,60,6.1NRT,293.5,5.03,D
-16.49054,-59.3514,338.21,1,1,2026-06-05,1934,A,65,6.1NRT,299.78,31.56,D
-28.59739,-56.72014,314.27,1,1,2026-06-05,1932,A,75,6.1NRT,288.51,12.34,D
-16.49191,-59.36054,329.58,1,1,2026-06-05,1934,A,29,6.1NRT,299.39,20.35,D
-28.5696,-56.85519,302.29,1,1,2026-06-05,1932,A,52,6.1NRT,292.22,3.68,D
-16.48312,-59.36197,320.87,1,1,2026-06-05,1934,A,53,6.1NRT,298.89,12.67,D
-28.82131,-58.84688,305.84,1.09,1.04,2026-06-05,1932,A,60,6.1NRT,292.86,5.61,D
-16.45234,-59.28837,309.43,1.01,1,2026-06-05,1934,A,57,6.1NRT,297.6,5.11,D
-28.81066,-58.83752,311.08,1.09,1.04,2026-06-05,1932,A,71,6.1NRT,292.64,9.75,D
-16.41872,-59.54609,328.52,1,1,2026-06-05,1934,A,83,6.1NRT,299.09,22.78,D
-28.81211,-58.84847,329.99,1.09,1.04,2026-06-05,1932,A,87,6.1NRT,293.45,31.09,D
-16.42007,-59.55518,315.48,1,1,2026-06-05,1934,A,70,6.1NRT,297.86,9.38,D
-28.38859,-56.19168,320.31,1.01,1.01,2026-06-05,1932,A,80,6.1NRT,284.86,18.43,D
-16.42142,-59.56427,330.4,1,1,2026-06-05,1934,A,85,6.1NRT,298.81,25.03,D
-28.19601,-55.84671,308.11,1.03,1.01,2026-06-05,1932,A,67,6.1NRT,292.13,7.77,D
-16.41455,-59.59996,308.35,1,1,2026-06-05,1934,A,52,6.1NRT,298.15,4.36,D
-28.44942,-58.54358,305.75,1.06,1.03,2026-06-05,1932,A,41,6.1NRT,293.06,5.05,D
-16.60711,-60.98994,309.35,1.04,1.02,2026-06-05,1934,A,48,6.1NRT,298.68,5.96,D
-28.32506,-57.71655,311.71,1.01,1.01,2026-06-05,1932,A,72,6.1NRT,294,9.43,D
-16.55268,-60.67241,318.61,1.02,1.01,2026-06-05,1934,A,75,6.1NRT,297.27,14.06,D
-28.32649,-57.72664,316.92,1.01,1.01,2026-06-05,1932,A,77,6.1NRT,294.74,13.89,D
-16.95016,-63.64986,310.88,1.43,1.18,2026-06-05,1934,A,61,6.1NRT,296.93,9.37,D
-28.41834,-58.38326,304.32,1.05,1.02,2026-06-05,1932,A,54,6.1NRT,293.39,4.89,D
-16.37409,-59.56926,325.21,1,1,2026-06-05,1934,A,81,6.1NRT,299.92,17.43,D
-28.44288,-58.56223,326.57,1.06,1.03,2026-06-05,1932,A,64,6.1NRT,294.3,25.39,D
-16.55758,-60.83382,324.42,1.03,1.01,2026-06-05,1934,A,81,6.1NRT,298.65,20.32,D
-28.44433,-58.57283,313.75,1.06,1.03,2026-06-05,1932,A,56,6.1NRT,293.59,11.81,D
-16.55891,-60.8432,307.81,1.03,1.01,2026-06-05,1934,A,41,6.1NRT,297.15,5.29,D
-28.43006,-58.67334,302.84,1.07,1.03,2026-06-05,1932,A,52,6.1NRT,292.7,4.08,D
-16.3552,-59.56299,320.04,1,1,2026-06-05,1934,A,76,6.1NRT,299.88,12.45,D
-28.1016,-56.43763,302.69,1.01,1,2026-06-05,1932,A,35,6.1NRT,278.33,6.07,D
-16.14765,-58.49276,337.84,1.05,1.02,2026-06-05,1934,A,89,6.1NRT,301.64,36.06,D
-28.28534,-57.69278,308.45,1.01,1.01,2026-06-05,1932,A,67,6.1NRT,293.93,6.4,D
-16.1491,-58.50231,315.67,1.05,1.02,2026-06-05,1934,A,63,6.1NRT,301.98,7.65,D
-28.28677,-57.70286,305.82,1.01,1.01,2026-06-05,1932,A,39,6.1NRT,293.9,4.5,D
-16.13869,-58.49427,344.6,1.05,1.02,2026-06-05,1934,A,93,6.1NRT,300.88,48.21,D
-28.64299,-61.1715,320.69,1.43,1.18,2026-06-05,1932,A,80,6.1NRT,292.94,28.67,D
-16.14014,-58.50382,314.16,1.05,1.02,2026-06-05,1934,A,50,6.1NRT,301.27,6.17,D
-27.87518,-56.16457,302.98,1.02,1.01,2026-06-05,1932,A,54,6.1NRT,290.14,4.44,D
-16.62644,-62.26701,324.53,1.17,1.08,2026-06-05,1934,A,80,6.1NRT,297.09,23.62,D
-27.87672,-56.17462,303.07,1.02,1.01,2026-06-05,1932,A,55,6.1NRT,291.15,4.45,D
-16.62788,-62.2778,312.92,1.17,1.08,2026-06-05,1934,A,66,6.1NRT,297.09,10,D
-28.51403,-61.5449,305.03,1.5,1.21,2026-06-05,1932,A,59,6.1NRT,292.87,8.47,D
-16.47991,-61.25895,308.52,1.06,1.03,2026-06-05,1934,A,31,6.1NRT,297.46,4.87,D
-27.87576,-57.01962,318.59,1,1,2026-06-05,1932,A,79,6.1NRT,293.28,15.31,D
-16.48124,-61.26858,312.93,1.06,1.03,2026-06-05,1934,A,67,6.1NRT,297.49,9,D
-27.70086,-56.05564,306.48,1.02,1.01,2026-06-05,1932,A,64,6.1NRT,294.14,6.17,D
-16.46839,-61.24759,318.83,1.06,1.03,2026-06-05,1934,A,75,6.1NRT,297.16,14.77,D
-27.21988,-54.33104,305.36,1.19,1.08,2026-06-05,1932,A,61,6.1NRT,293.07,7.43,D
-16.2365,-59.70609,308.82,1,1,2026-06-05,1934,A,50,6.1NRT,298.82,3.92,D
-27.67119,-57.20905,300.82,1,1,2026-06-05,1932,A,30,6.1NRT,282.67,4.17,D
-16.17373,-59.34336,311.46,1.01,1,2026-06-05,1934,A,52,6.1NRT,298.74,6.12,D
-27.93859,-59.12551,305.34,1.1,1.05,2026-06-05,1932,A,51,6.1NRT,293.2,5.95,D
-16.22773,-59.7075,311.67,1,1,2026-06-05,1934,A,62,6.1NRT,299.04,6.01,D
-27.66384,-57.22057,303.77,1,1,2026-06-05,1932,A,57,6.1NRT,282.16,5.85,D
-16.16494,-59.3448,316.14,1.01,1,2026-06-05,1934,A,70,6.1NRT,298.63,10.53,D
-27.13202,-54.35589,307.91,1.19,1.08,2026-06-05,1932,A,66,6.1NRT,292.46,9.92,D
-16.48366,-61.55345,310.21,1.08,1.04,2026-06-05,1934,A,60,6.1NRT,298.39,6.47,D
-28.05366,-61.52213,316.33,1.47,1.2,2026-06-05,1932,A,75,6.1NRT,293.35,22.39,D
-16.48504,-61.56336,318.54,1.09,1.04,2026-06-05,1934,A,74,6.1NRT,299.14,14.22,D
-27.9012,-60.33979,306.12,1.25,1.11,2026-06-05,1932,A,60,6.1NRT,293,7.23,D
-16.45769,-61.56747,331.3,1.09,1.04,2026-06-05,1934,A,86,6.1NRT,299.14,30.06,D
-26.70329,-52.94775,310.13,1.45,1.19,2026-06-05,1932,A,70,6.1NRT,292.02,15.74,D
-16.45905,-61.57737,310.71,1.09,1.04,2026-06-05,1934,A,61,6.1NRT,297.32,6.86,D
-28.01601,-62.2894,313.8,1.65,1.26,2026-06-05,1932,A,52,6.1NRT,293.25,17.98,D
-16.40188,-61.49121,308.26,1.08,1.04,2026-06-05,1934,A,53,6.1NRT,296.73,5.43,D
-28.0178,-62.30592,340.96,1.66,1.27,2026-06-05,1932,A,92,6.1NRT,294.83,88.78,D
-16.23458,-60.38235,313.64,1.01,1,2026-06-05,1934,A,67,6.1NRT,298.82,8.04,D
-28.0196,-62.32251,324.16,1.66,1.27,2026-06-05,1932,A,82,6.1NRT,291.92,39.87,D
-15.44328,-55.8637,307.78,1.48,1.2,2026-06-05,1934,A,51,6.1NRT,296.12,7.63,D
-27.14674,-56.3567,304.33,1.02,1.01,2026-06-05,1932,A,58,6.1NRT,294,4.64,D
-15.44527,-55.87578,311.33,1.47,1.2,2026-06-05,1934,A,63,6.1NRT,298.28,11.65,D
-27.76009,-61.53796,304.63,1.46,1.2,2026-06-05,1932,A,52,6.1NRT,294.49,6.48,D
-16.50502,-63.21402,327.76,1.32,1.14,2026-06-05,1934,A,83,6.1NRT,297.99,32.93,D
-27.38166,-59.30037,304.32,1.1,1.05,2026-06-05,1932,A,53,6.1NRT,294.2,4.58,D
-16.50661,-63.22609,331.3,1.32,1.14,2026-06-05,1934,A,86,6.1NRT,300.06,39.65,D
-26.94781,-56.32541,315.41,1.02,1.01,2026-06-05,1932,A,75,6.1NRT,295.44,12.62,D
-15.40333,-55.88298,310.58,1.47,1.2,2026-06-05,1934,A,54,6.1NRT,297.83,9.48,D
-26.98598,-56.57418,306.79,1.01,1,2026-06-05,1932,A,63,6.1NRT,294.97,5.83,D
-16.1095,-60.40848,316.36,1.01,1,2026-06-05,1934,A,71,6.1NRT,298.33,9.51,D
-27.03077,-57.49189,311.66,1,1,2026-06-05,1932,A,71,6.1NRT,295.23,9.12,D
-16.09278,-60.35503,310.9,1.01,1,2026-06-05,1934,A,57,6.1NRT,299.43,5.03,D
-26.77064,-55.89769,305.22,1.05,1.02,2026-06-05,1932,A,60,6.1NRT,294.14,5.41,D
-16.07605,-60.43822,312.18,1.01,1,2026-06-05,1934,A,64,6.1NRT,300.3,6.07,D
-26.73218,-56.24573,307.67,1.03,1.01,2026-06-05,1932,A,65,6.1NRT,294.82,6.67,D
-16.05797,-60.37564,324.65,1.01,1,2026-06-05,1934,A,80,6.1NRT,300.52,17.2,D
-26.73374,-56.25576,308.63,1.03,1.01,2026-06-05,1932,A,66,6.1NRT,294.85,7.33,D
-16.46059,-63.33716,312.44,1.34,1.15,2026-06-05,1934,A,64,6.1NRT,297.04,10.25,D
-27.36387,-61.19163,318.57,1.38,1.16,2026-06-05,1932,A,72,6.1NRT,296.98,18.3,D
-16.04303,-60.39667,318,1.01,1,2026-06-05,1934,A,64,6.1NRT,300.53,9.68,D
-27.3655,-61.20525,315.92,1.38,1.16,2026-06-05,1932,A,56,6.1NRT,297.08,14.59,D
-14.77497,-52.67196,325.73,2.65,1.56,2026-06-05,1934,A,82,6.1NRT,299.02,78.51,D
-27.35361,-61.19318,319.54,1.38,1.16,2026-06-05,1932,A,77,6.1NRT,298.09,19.67,D
-14.77921,-52.69531,325.85,2.64,1.56,2026-06-05,1934,A,82,6.1NRT,299.2,78.93,D
-27.35523,-61.20679,317.75,1.38,1.16,2026-06-05,1932,A,69,6.1NRT,298.09,17.07,D
-14.7657,-52.69825,311.5,2.64,1.56,2026-06-05,1934,A,64,6.1NRT,300.33,26.2,D
-26.78928,-57.16592,307.96,1,1,2026-06-05,1932,A,65,6.1NRT,295.47,6.1,D
-16.49961,-63.87654,314.15,1.46,1.19,2026-06-05,1934,A,68,6.1NRT,297.82,14.15,D
-26.58328,-56.00628,306.86,1.04,1.02,2026-06-05,1932,A,63,6.1NRT,295.07,5.78,D
-16.43142,-63.42907,310.59,1.36,1.16,2026-06-05,1934,A,53,6.1NRT,296.8,8.28,D
-26.63662,-56.41055,305.98,1.02,1.01,2026-06-05,1932,A,61,6.1NRT,295.34,5.32,D
-15.97244,-61.92133,328.12,1.11,1.05,2026-06-05,1934,A,83,6.1NRT,300.5,26.02,D
-27.23298,-60.78791,316.3,1.3,1.13,2026-06-05,1932,A,74,6.1NRT,297.82,15.86,D
-16.12567,-63.28024,334.35,1.32,1.14,2026-06-05,1934,A,88,6.1NRT,298.57,44.47,D
-26.48495,-55.79354,307.38,1.06,1.03,2026-06-05,1932,A,64,6.1NRT,294.3,6.99,D
-16.12723,-63.29222,346.49,1.32,1.14,2026-06-05,1934,A,94,6.1NRT,298.82,75.53,D
-26.55553,-56.24086,305.1,1.03,1.01,2026-06-05,1932,A,59,6.1NRT,294.76,4.85,D
-16.15627,-63.7359,317.91,1.41,1.18,2026-06-05,1934,A,74,6.1NRT,298.46,18.37,D
-26.55709,-56.25089,315.09,1.03,1.01,2026-06-05,1932,A,75,6.1NRT,295.2,12.26,D
-16.10607,-63.43652,313.06,1.35,1.15,2026-06-05,1934,A,67,6.1NRT,301.17,10.25,D
-26.24808,-54.49606,309.28,1.2,1.09,2026-06-05,1932,A,68,6.1NRT,293.7,9.54,D
-15.6274,-60.26323,316.89,1,1,2026-06-05,1934,A,71,6.1NRT,299.73,9.93,D
-26.28803,-54.73755,305.35,1.17,1.08,2026-06-05,1932,A,61,6.1NRT,294.6,6.43,D
-15.60478,-60.56165,315.86,1.01,1,2026-06-05,1934,A,70,6.1NRT,299.62,8.86,D
-26.23853,-54.49804,316.47,1.2,1.09,2026-06-05,1932,A,77,6.1NRT,293.77,17.3,D
-15.96364,-63.29096,315.13,1.31,1.14,2026-06-05,1934,A,70,6.1NRT,298.06,10.64,D
-26.91077,-59.00487,305.32,1.07,1.03,2026-06-05,1932,A,56,6.1NRT,295.28,4.91,D
-15.55641,-60.47601,312.42,1.01,1,2026-06-05,1934,A,59,6.1NRT,299.7,5.85,D
-26.54271,-56.51621,331.94,1.02,1.01,2026-06-05,1932,A,87,6.1NRT,296.01,29.56,D
-15.55772,-60.48511,336.48,1.01,1,2026-06-05,1934,A,88,6.1NRT,301.15,32.52,D
-26.54422,-56.52613,331.94,1.02,1.01,2026-06-05,1932,A,87,6.1NRT,296.3,29.54,D
-15.6369,-61.23468,317.65,1.04,1.02,2026-06-05,1934,A,73,6.1NRT,298.38,13.21,D
-26.19048,-54.44761,312.63,1.21,1.09,2026-06-05,1932,A,50,6.1NRT,293.9,11.95,D
-15.58166,-60.97561,315.24,1.03,1.01,2026-06-05,1934,A,69,6.1NRT,300.19,9.18,D
-26.19247,-54.45937,340.22,1.21,1.09,2026-06-05,1932,A,92,6.1NRT,296.78,55.32,D
-15.40838,-60.41857,313.81,1,1,2026-06-05,1934,A,66,6.1NRT,300.06,8.29,D
-26.73504,-58.7336,321.07,1.05,1.02,2026-06-05,1932,A,80,6.1NRT,296.07,17.95,D
-14.2275,-53.38116,308.1,2.4,1.49,2026-06-05,1934,A,49,6.1NRT,298.04,14.99,D
-26.75968,-59.04276,311.46,1.07,1.03,2026-06-05,1932,A,69,6.1NRT,295.5,9.57,D
-15.79258,-63.62538,337.96,1.37,1.16,2026-06-05,1934,A,90,6.1NRT,298.21,57.61,D
-26.34831,-56.88705,310.6,1.01,1,2026-06-05,1932,A,69,6.1NRT,295.52,8.12,D
-15.79418,-63.6379,327.35,1.38,1.16,2026-06-05,1934,A,83,6.1NRT,298.62,34.35,D
-26.84683,-60.96285,320.18,1.31,1.14,2026-06-05,1932,A,78,6.1NRT,296.56,21.85,D
-16.36191,-69.22988,301.93,3.8,1.82,2026-06-05,1934,A,42,6.1NRT,290.15,33.12,D
-26.84839,-60.97579,313.57,1.32,1.14,2026-06-05,1932,A,70,6.1NRT,296.27,13.15,D
-14.62614,-58.69888,307.49,1.06,1.03,2026-06-05,1936,A,39,6.1NRT,293.48,5.24,D
-26.8562,-61.04086,347.81,1.33,1.14,2026-06-05,1932,A,95,6.1NRT,298.16,81.81,D
-14.60394,-58.67985,310.59,1.06,1.03,2026-06-05,1936,A,47,6.1NRT,295.33,5.9,D
-26.85777,-61.05395,312.24,1.33,1.14,2026-06-05,1932,A,68,6.1NRT,296.97,10.81,D
-14.6054,-58.68941,332.9,1.06,1.03,2026-06-05,1936,A,75,6.1NRT,296.12,31.7,D
-26.14836,-56.53493,305.18,1.02,1.01,2026-06-05,1932,A,58,6.1NRT,295.07,4.85,D
-14.58662,-58.8676,313.36,1.05,1.02,2026-06-05,1936,A,62,6.1NRT,290.11,8.35,D
-26.16359,-56.63396,310.8,1.02,1.01,2026-06-05,1932,A,69,6.1NRT,295.48,7.97,D
-14.58202,-58.89738,330.7,1.05,1.02,2026-06-05,1936,A,85,6.1NRT,294.34,26.99,D
-26.15474,-56.63565,315.64,1.02,1.01,2026-06-05,1932,A,75,6.1NRT,295.52,11.95,D
-14.2859,-57.53313,328.29,1.21,1.09,2026-06-05,1936,A,83,6.1NRT,298.03,29.23,D
-26.13864,-57.39596,308.49,1,1,2026-06-05,1932,A,65,6.1NRT,295.12,6.79,D
-14.28763,-57.54396,344.14,1.21,1.09,2026-06-05,1936,A,93,6.1NRT,301.12,60.53,D
-26.43022,-60.55482,308.56,1.23,1.1,2026-06-05,1932,A,61,6.1NRT,296.08,7.58,D
-14.27636,-57.53481,319.53,1.21,1.09,2026-06-05,1936,A,75,6.1NRT,296.74,17.38,D
-26.43172,-60.56692,317.23,1.24,1.1,2026-06-05,1932,A,75,6.1NRT,296.87,16.78,D
-14.27809,-57.54561,328.24,1.21,1.09,2026-06-05,1936,A,83,6.1NRT,297.82,29.27,D
-26.08754,-58.91444,307.69,1.05,1.02,2026-06-05,1932,A,62,6.1NRT,295.75,6.31,D
-14.41618,-58.53861,326.69,1.08,1.04,2026-06-05,1936,A,82,6.1NRT,296.52,23.31,D
-26.19147,-59.74977,307.71,1.12,1.06,2026-06-05,1932,A,32,6.1NRT,295.67,5.61,D
-14.41768,-58.54826,319.92,1.08,1.04,2026-06-05,1936,A,76,6.1NRT,296.42,15.29,D
-26.19293,-59.76073,309.6,1.12,1.06,2026-06-05,1932,A,48,6.1NRT,296.08,7.07,D
-15.172,-63.94046,318.23,1.41,1.18,2026-06-05,1936,A,74,6.1NRT,301.37,15.62,D
-26.18362,-59.76226,319.7,1.12,1.06,2026-06-05,1932,A,78,6.1NRT,296.32,17.05,D
-14.21371,-57.41749,319.95,1.23,1.1,2026-06-05,1936,A,70,6.1NRT,301.39,16.36,D
-25.60541,-56.3167,310.81,1.04,1.02,2026-06-05,1932,A,69,6.1NRT,295.38,8.9,D
-14.21545,-57.42852,362.77,1.23,1.1,2026-06-05,1936,A,100,6.1NRT,301.51,119.62,D
-25.70583,-57.90519,305.29,1,1,2026-06-05,1932,A,57,6.1NRT,295.17,4.39,D
-15.18052,-64.08395,311.47,1.45,1.19,2026-06-05,1936,A,63,6.1NRT,300.81,10.52,D
-25.04524,-54.57285,309.73,1.24,1.11,2026-06-05,1932,A,0,6.1NRT,295.33,10.98,D
-14.20584,-57.43026,362.56,1.23,1.1,2026-06-05,1936,A,100,6.1NRT,303.65,118.75,D
-25.90317,-61.67116,310.69,1.41,1.18,2026-06-05,1932,A,65,6.1NRT,296.63,10.25,D
-14.20758,-57.44127,319.12,1.23,1.1,2026-06-05,1936,A,69,6.1NRT,299.82,15.47,D
-25.90669,-61.67733,310.8,1.41,1.18,2026-06-05,1932,A,65,6.1NRT,296.32,10.18,D
-14.38452,-58.81591,309.52,1.06,1.03,2026-06-05,1936,A,42,6.1NRT,297.12,5.16,D
-24.8657,-55.51485,331.6,1.12,1.06,2026-06-05,1934,A,87,6.1NRT,296.17,33.53,D
-14.3095,-58.39259,325.05,1.1,1.04,2026-06-05,1936,A,81,6.1NRT,293.96,22.4,D
